payment_type,profit_per_order,sales_per_customer,category_id,category_name,customer_city,customer_country,customer_segment,customer_state,customer_zipcode,department_id,department_name,latitude,longitude,market,order_city,order_country,order_customer_id,order_date,order_item_discount,order_item_discount_rate,order_item_product_price,order_item_profit_ratio,order_item_quantity,sales,order_item_total_amount,order_profit_per_order,order_region,order_state,order_status,product_category_id,product_name,product_price,shipping_date,shipping_mode,label,shipping_duration,high_volume_customer,high_profit_margin
1,0.8332948809223066,0.2027443382767602,9.0,10,481,0,1,30,48189.4,3.0,5,40.753857,-81.72251,0,1903,34,7010.1426,,0.2,0.18,0.0452261306532663,0.47,1.0,499.95,0.2070713893919793,184.38922,2,474,1,9.0,57,99.99,2016-09-18 00:00:00+01:00,1,0,11.0,0,1
1,0.7392609604299198,0.1654702896380674,45.0,18,485,0,0,3,92364.375,7.0,3,33.971607,-117.565254,4,968,143,4986.6846,2016-05-23 00:00:00+01:00,0.144,0.16,0.1959748743718593,-0.7,0.0,399.98,0.1699818887451488,-154.75996,21,935,1,45.0,23,399.98,2016-04-27 00:00:00+01:00,3,-1,-26.0,0,0
3,0.7951753051007051,0.081594387573605,48.0,45,308,0,2,39,85033.0,7.0,3,41.5599,-105.0536,1,1417,142,3589.7825,2017-04-02 00:00:00+01:00,0.072,0.17,0.0954773869346733,0.11,0.0,199.99,0.0822282949547218,18.795597,10,281,4,48.0,66,199.99,2017-05-25 00:00:00+01:00,2,1,53.0,0,0
3,0.7996635750866959,0.0739328466536041,46.0,29,160,0,0,29,10460.098,7.0,3,40.742836,-73.88639,1,1458,48,6770.9946,2017-10-02 00:00:00+01:00,0.0384,0.1,0.0200954773869346,0.26,0.75,159.96,0.0789133247089262,44.213856,22,81,6,46.0,63,49.98,2017-08-31 00:00:00+01:00,3,1,-32.0,0,0
2,0.806165849849574,0.118610577449986,24.0,46,512,0,0,12,77001.93,5.0,6,34.187508,-95.367165,1,1274,52,5434.8726,2015-06-30 00:00:00+01:00,0.0312,0.07,0.0201055276381909,0.29,1.0,250.0,0.1178111254851229,75.249886,22,653,5,24.0,55,50.0,2015-06-20 00:00:00+01:00,2,1,-10.0,0,0
2,0.8018536251521484,0.0609062293041345,18.0,33,118,0,2,3,92406.77,4.0,0,35.133144,-118.2896,3,1435,64,5470.107,,0.0104,0.04,0.0603015075376884,0.39,0.0,129.99,0.0606701319534282,56.288147,13,365,5,18.0,52,129.99,,3,1,11.0,0,1
1,0.7761379999081368,0.1136204831267738,17.0,12,280,0,0,9,33024.848,4.0,0,34.103733,-87.66521,3,1833,65,8045.0376,,0.04,0.1,0.0251256281407035,-0.28807238,0.75,239.96,0.1045453298835705,-74.022095,15,564,1,17.0,67,59.99,,0,1,11.0,0,0
2,0.7881952922398549,0.1121528692311372,12.0,1,64,1,0,34,725.0,3.0,5,18.236973,-66.370575,1,307,142,10059.437,2017-09-28 00:00:00+01:00,0.1466020499999999,0.25,0.0452261306532663,0.0,0.5,299.97,0.1125523363518758,-7.434085,10,281,3,9.0,107,99.99,2017-04-04 00:00:00+01:00,3,0,-177.0,0,0
3,0.7975184491192614,0.0417850409777275,9.0,10,403,0,2,29,11487.55,3.0,5,41.593292,-74.20662,2,2196,37,2272.0784,,0.016865202,0.1,0.0452261306532663,0.33,0.0,99.99,0.0426885226390685,31.282146,1,789,6,9.0,57,99.99,,3,-1,11.0,0,1
0,0.7693325080954458,0.0888462349295546,17.0,12,64,1,0,34,725.0,4.0,0,18.25577,-66.37055,3,1044,122,8423.435,,0.12,0.25,0.0251256281407035,-0.73,0.75,239.96,0.0902956274256145,-90.41271,7,646,0,17.0,67,59.99,2016-05-29 00:00:00+01:00,2,1,11.0,0,0
1,0.7957627092758882,0.1199131190796651,61.0,14,64,1,2,34,725.0,9.0,10,18.25474,-66.370514,0,2031,94,18130.648,2016-09-28 00:00:00+01:00,0.004,0.0,0.0954773869346733,0.1,0.0,250.0,0.1203053040103492,25.07093,5,115,1,49.235115,24,199.99,,3,1,11.0,0,0
2,0.8026603702087591,0.0594940036093848,18.0,33,64,1,2,34,725.0,4.0,0,18.234776,-66.370575,3,204,65,9465.908,,0.0104,0.04,0.0603015075376884,0.42,0.0,129.99,0.0613712807244502,50.892776,15,947,5,18.0,52,129.99,,3,1,11.0,0,1
0,0.8085911857244563,0.0816112074880532,48.0,45,64,1,2,34,725.0,7.0,3,18.29556,-66.37052,1,1706,67,6647.1313,2015-07-19 00:00:00+01:00,0.0769992,0.18,0.0954773869346733,0.48,0.0,199.99,0.0809861474773609,78.74302,22,136,0,48.0,66,199.99,2015-06-23 00:00:00+01:00,2,1,-26.0,0,1
2,0.8112660703212916,0.2126517545201687,17.0,12,64,1,1,34,725.0,4.0,3,18.0543,-66.37052,1,275,52,7155.9243,2017-07-20 00:00:00+01:00,0.044,0.04,0.0603015075376884,0.28,1.0,499.95,0.2062658835705045,88.836105,22,119,5,17.0,67,129.99,2017-07-17 00:00:00+01:00,1,1,-3.0,0,0
3,0.8182681073880991,0.1824812853550628,45.0,18,424,0,0,38,76150.98,7.0,3,33.140858,-95.41546,3,634,9,936.7441,,0.08060966,0.12,0.1959748743718593,0.35,0.0,399.98,0.1886106080206986,127.27359,13,241,4,45.0,23,399.98,,2,1,11.0,0,1
3,0.7886635087155226,0.0003801207480173,35.0,24,86,0,1,19,19833.25,6.0,8,39.97414,-76.60917,1,901,142,3889.6868,2015-07-22 00:00:00+01:00,0.0055,0.16,0.0,0.0,0.0,10.011736,0.0005485076326002,-1.49987,10,798,6,29.0,73,9.99,2015-08-20 00:00:00+01:00,3,1,29.0,0,0
1,0.7843134581907539,0.0826442473921721,48.0,45,64,1,2,34,725.0,7.0,3,18.297894,-66.05005,1,709,68,4947.8994,2015-09-05 00:00:00+01:00,0.06478,0.17,0.0954773869346733,-0.23393866,0.0,199.99,0.084059979301423,-27.123203,10,268,1,48.0,66,199.99,2015-09-23 00:00:00+01:00,3,-1,18.0,0,0
1,0.7906664543164229,0.0150855032663202,36.0,24,206,0,1,3,92691.734,6.0,8,34.479588,-118.085434,4,1896,143,11746.785,2016-05-25 00:00:00+01:00,0.005,0.05,0.0,0.03,0.75,35.33325,0.0148389899094437,2.9945452,6,705,1,29.0,73,9.99,2016-05-18 00:00:00+01:00,3,-1,-7.0,0,0
3,0.7954888654892864,0.0950542743228897,48.0,45,371,0,1,29,11213.286,7.0,3,40.789177,-66.614876,1,777,130,2213.555,2017-04-09 00:00:00+01:00,0.034297566,0.07,0.0954773869346733,0.11,0.0,199.99,0.0939187063389392,19.99834,10,854,4,48.0,66,199.99,2017-05-05 00:00:00+01:00,0,1,26.0,0,0
0,0.7229245894862549,0.1841073139574138,45.0,18,64,1,0,34,725.0,7.0,3,18.278776,-66.37063,2,1835,18,8940.75,2015-07-01 00:00:00+01:00,0.064,0.07,0.1959748743718593,-0.8,0.0,399.98,0.1886106080206986,-259.5192,12,781,0,45.0,23,399.98,2015-07-23 00:00:00+01:00,1,1,22.0,0,0
3,0.8024030723652481,0.0733309121836988,67.0,16,200,0,2,3,95014.94,9.0,2,38.58694,-122.16826,3,1496,46,15856.965,,0.06,0.17,0.0954773869346733,0.36,0.0,179.97,0.0713899663648124,52.05181,15,174,6,69.0,17,199.99,,3,0,11.0,0,1
3,0.7630779275658545,0.0520224671523197,18.0,33,64,1,1,34,725.0,4.0,0,18.20568,-66.37053,2,2169,40,5587.753,2017-04-05 00:00:00+01:00,0.052,0.18,0.0603015075376884,-0.8816385,0.0,129.99,0.0513166571798188,-111.63959,3,778,4,18.0,52,129.99,,3,-1,11.0,0,0
2,0.8063273430861447,0.136997058039066,43.0,9,263,0,0,5,21228.238,7.0,3,33.894352,-79.942444,1,712,52,10503.531,2017-05-22 00:00:00+01:00,0.054,0.09,0.1457236180904522,0.25,0.0,299.98,0.1404715135834411,65.9349,22,653,5,43.0,20,299.98,2017-04-20 00:00:00+01:00,3,1,-32.0,0,0
1,0.7992708575431183,0.0546833475917095,18.0,33,478,0,1,13,67274.766,4.0,0,40.78226,-90.34727,2,1491,99,4492.6675,2015-05-06 00:00:00+01:00,0.04,0.15,0.0603015075376884,0.34,0.0,129.99,0.0532988357050452,37.004494,3,537,1,18.0,52,129.99,2015-06-26 00:00:00+01:00,3,1,51.0,0,1
2,0.7986558574282893,0.089891979071918,48.0,45,64,1,0,34,725.0,7.0,3,18.264645,-66.37051,3,2414,27,10034.8,2016-03-29 00:00:00+01:00,0.039,0.09,0.0954773869346733,0.19,0.0,199.99,0.0902975420439844,41.18911,7,889,5,48.0,66,199.99,2016-03-29 00:00:00+01:00,2,1,0.0,0,0
1,0.7713920010104954,0.0960935265684485,48.0,45,6,0,0,8,36160.062,7.0,3,25.944654,-82.01206,4,251,143,9821.274,2016-06-20 00:00:00+01:00,0.008,0.03,0.0954773869346733,-0.6516231,0.0,199.99,0.0974971435963777,-126.87712,6,589,1,48.0,66,199.99,2016-05-21 00:00:00+01:00,3,1,-30.0,0,0
2,0.7982391566956801,0.0343209748612437,29.0,37,134,0,1,29,11214.215,5.0,6,40.625355,-73.870834,1,479,94,3127.5342,,0.016,0.12,0.0150753768844221,0.47,0.25,74.97,0.0323235860284605,32.447456,17,39,5,29.0,97,39.99,2015-07-09 00:00:00+01:00,3,-1,11.0,0,1
0,0.8017669790781526,0.0542227853051689,18.0,33,123,0,0,19,31177.373,4.0,0,39.74526,-84.27693,2,1876,40,7798.2573,2015-05-09 00:00:00+01:00,0.04,0.15,0.0603015075376884,0.46,0.0,129.99,0.0532988357050452,49.845284,3,778,0,18.0,52,129.99,2015-07-27 00:00:00+01:00,3,0,79.0,0,1
2,0.8059197979009255,0.1121528692311372,24.0,46,86,0,0,29,10468.127,5.0,6,41.07063,-73.84759,2,1756,28,10850.446,2017-08-17 00:00:00+01:00,0.024,0.05,0.0201055276381909,0.29,1.0,250.0,0.1140566623544631,65.782166,12,130,5,24.0,55,50.0,2017-10-05 00:00:00+01:00,0,1,49.0,0,0
1,0.7549929678708404,0.1323299071086496,43.0,9,64,1,0,34,725.0,7.0,3,18.285372,-66.37054,4,988,143,1879.091,2016-06-12 00:00:00+01:00,0.119411506,0.17,0.1457236180904522,-0.62806356,0.0,299.98,0.1228781733505821,-128.00546,18,583,2,40.0,20,299.98,,2,0,11.0,0,0
2,0.7936712495693912,0.0836984713806008,17.0,12,386,0,2,13,60122.0,4.0,0,43.535667,-87.762054,1,885,48,8792.075,,0.025984696,0.07,0.0251256281407035,0.0829959,0.5,179.97,0.0832477723156533,12.535748,22,409,5,17.0,67,59.99,,3,-1,11.0,0,0
1,0.6996874468915785,0.096105847712304,46.0,29,177,0,0,38,77085.164,7.0,3,25.876049,-97.19664,2,1367,90,7448.5635,2015-08-06 00:00:00+01:00,0.08998,0.17,0.0200954773869346,-1.7,1.0,249.9,0.0985769728331177,-330.63156,3,290,1,46.0,63,49.98,,0,1,11.0,0,0
3,0.8092384746113038,0.0935138983781397,48.0,45,64,1,2,34,725.0,7.0,3,18.243721,-66.37051,2,2041,90,7628.128,,0.019799664,0.04,0.0954773869346733,0.45,0.0,199.99,0.0954647296248382,83.9681,3,341,4,48.0,66,199.99,,3,1,11.0,0,1
2,0.7820498387800565,0.0733257352324989,46.0,29,441,0,0,13,43229.34,7.0,3,41.718037,-84.66778,4,548,143,8559.525,2016-07-17 00:00:00+01:00,0.013,0.05,0.0200954773869346,-0.25,0.5,129.99,0.0729366106080207,-60.46837,18,583,5,46.0,63,49.98,2016-07-16 00:00:00+01:00,0,1,-1.0,0,0
0,0.7926149982775648,0.0438166371140234,46.0,29,57,0,2,29,11373.202,7.0,3,40.491554,-73.94993,1,777,130,7715.214,2015-08-18 00:00:00+01:00,0.0052,0.03,0.0200954773869346,0.08,0.25,99.96,0.0452809231565329,8.057332,10,854,0,46.0,63,49.98,,3,1,11.0,0,0
1,0.7745550582183129,0.0589161678473147,17.0,12,309,0,1,13,60081.836,4.0,0,41.499683,-87.713135,1,2060,48,12209.437,2015-08-24 00:00:00+01:00,0.0,0.0,0.0251256281407035,-0.56753623,0.25,119.98,0.0573350582147477,-55.945347,22,301,2,17.0,67,59.99,2015-07-22 00:00:00+01:00,2,1,-33.0,0,0
2,0.8016616808671888,0.063646016833712,24.0,46,64,1,2,34,725.0,5.0,6,18.211561,-73.672806,2,408,4,11018.892,2015-08-05 00:00:00+01:00,0.0182,0.06,0.0201055276381909,0.34,0.5,150.0,0.06675808538163,47.878708,12,131,5,24.0,55,50.0,,3,-1,11.0,0,1
2,0.8025714029809613,0.0602798182089565,17.0,12,363,0,0,38,76140.23,4.0,0,32.73117,-95.73785,1,832,52,2677.2302,2017-07-30 00:00:00+01:00,0.0,0.0,0.0251256281407035,0.46,0.25,119.98,0.0581966137128072,52.45005,22,514,5,17.0,67,59.99,2017-08-13 00:00:00+01:00,3,-1,14.0,0,1
3,0.8051339560893829,0.2027443382767602,45.0,18,259,0,1,38,79304.24,7.0,3,38.26396,-106.514946,3,1881,6,11129.078,,0.0,0.0,0.1959748743718593,0.18,0.0,399.98,0.2030996119016817,58.852577,11,951,6,45.0,23,399.98,,3,-1,11.0,0,0
2,0.8092128987437706,0.081604130595763,17.0,12,64,1,1,34,725.0,4.0,0,18.227573,-66.37057,1,305,75,2256.8733,,0.0234,0.07,0.0251256281407035,0.5,0.5,179.97,0.0830530401034929,78.739136,8,133,5,17.0,67,59.99,2016-09-30 00:00:00+01:00,3,1,11.0,0,1
3,0.7923095854672393,0.0578000585842434,17.0,12,343,0,0,3,92803.27,4.0,0,35.54162,-121.93789,2,1987,90,11723.007,,0.004,0.02,0.0251256281407035,0.10523425,0.25,119.98,0.0557257438551099,8.635571,3,584,4,17.0,67,59.99,,3,0,11.0,0,0
3,0.7970516730588154,0.0901968652589289,46.0,29,14,0,0,2,85267.35,7.0,3,33.442524,-105.05213,0,610,51,6086.6978,,0.020589872,0.05,0.0200954773869346,0.16,0.75,199.92,0.0923673997412677,30.295298,5,701,4,46.0,63,49.98,,3,1,11.0,0,0
2,0.798671693498381,0.0469216585507481,24.0,46,202,0,1,33,13770.849,5.0,6,40.44103,-73.94994,3,439,6,11446.566,2015-10-15 00:00:00+01:00,0.0,0.0,0.0201055276381909,0.35,0.25,100.0,0.0478639120310478,36.976837,11,79,5,24.0,55,50.0,2015-10-19 00:00:00+01:00,1,1,4.0,0,1
2,0.814431453965046,0.1261224320029953,17.0,12,83,0,1,34,52139.094,4.0,0,39.73313,-88.14738,1,1854,48,4847.0854,2017-05-28 00:00:00+01:00,0.096,0.16,0.0251256281407035,0.45,1.0,299.95,0.1249624838292367,107.17643,22,187,5,17.0,67,59.99,2017-06-19 00:00:00+01:00,3,-1,22.0,0,1
3,0.7903814053923708,0.0981749922756523,48.0,45,56,0,0,29,10468.42,7.0,3,40.82476,-73.86306,0,1219,67,9905.733,,0.006,0.02,0.0954773869346733,0.01,0.0,199.99,0.098488745148771,1.1173495,19,490,6,48.0,66,199.99,2016-05-06 00:00:00+01:00,0,1,11.0,0,0
2,0.8060042624532072,0.0837210532417344,9.0,10,447,0,0,29,11236.036,3.0,5,41.476166,-74.17299,2,1826,146,3308.2292,,0.064,0.16,0.0452261306532663,0.38,0.25,199.96349,0.0840310737386804,62.368313,12,447,5,9.0,57,99.99,,2,1,11.0,0,1
1,0.7968744004776888,0.0965692883837118,17.0,12,22,0,0,24,33012.26,4.0,0,34.085697,-79.21643,1,2163,48,3706.792,2017-08-28 00:00:00+01:00,0.096,0.18,0.0251256281407035,0.13,0.75,200.0,0.0944372574385511,27.501009,22,281,1,17.0,67,59.99,2017-08-31 00:00:00+01:00,3,1,3.0,0,0
2,0.8188648094986565,0.1251672586218728,71.0,35,91,0,2,3,92118.0,9.0,2,33.94515,-118.257416,3,1556,65,16183.624,,0.0104212046,0.02,0.1457236180904522,0.49,0.0,250.0,0.1279787736093143,122.085,15,965,5,71.0,59,299.57077,2017-05-17 00:00:00+01:00,3,1,11.0,0,1
1,0.7946400897962933,0.0210540486140297,29.0,37,114,0,0,3,94583.19,5.0,6,36.965878,-121.5753,2,1226,107,7639.9565,2015-07-23 00:00:00+01:00,0.026,0.2,0.0125628140703517,0.35,0.25,59.99,0.0212138137128072,18.202248,12,505,2,29.0,83,38.261414,,2,0,11.0,0,1
1,0.796991231426406,0.0428286289199161,9.0,10,174,0,0,3,92024.72,3.0,5,34.023083,-118.42246,2,2169,40,2117.5935,2017-04-13 00:00:00+01:00,0.013,0.07,0.0452261306532663,0.33270583,0.0,99.99,0.0432027115135834,28.326128,3,778,1,9.0,57,99.99,2017-03-30 00:00:00+01:00,3,-1,-14.0,0,1
1,0.8035112876926257,0.095804973662473,48.0,45,416,0,0,38,78045.91,7.0,3,32.5561,-95.12529,2,1769,104,9608.44,,0.008,0.03,0.0954773869346733,0.29,0.0,199.99,0.0964708926261319,55.54453,3,0,1,48.0,66,199.99,,3,-1,11.0,0,0
1,0.7971282382931815,0.0483932017523453,9.0,10,280,0,0,3,92015.2,3.0,5,34.411526,-118.5568,1,771,65,11706.132,2015-08-13 00:00:00+01:00,0.004,0.01,0.0452261306532663,0.29,0.0,99.99,0.0499353169469598,30.989962,17,280,1,9.0,57,99.99,2015-08-13 00:00:00+01:00,3,1,0.0,0,0
1,0.7727574099166341,0.0391620273478887,12.0,17,64,1,2,34,725.0,3.0,5,18.212908,-71.08639,4,1457,143,2891.71,2016-06-28 00:00:00+01:00,0.011,0.07,0.0100552763819095,-0.81713253,0.5,74.97,0.0421825614489003,-64.314224,21,54,1,9.0,38,31.028385,2016-06-18 00:00:00+01:00,3,1,-10.0,0,0
1,0.8079525526491055,0.1121528692311372,24.0,46,57,0,1,29,11236.68,5.0,6,40.740536,-74.16145,2,1343,18,2935.5403,2017-05-05 00:00:00+01:00,0.052,0.1,0.0201055276381909,0.34,1.0,250.0,0.1165692108667529,73.34289,12,736,1,24.0,55,50.0,2017-08-03 00:00:00+01:00,2,0,90.0,0,1
0,0.8026180051902717,0.0515307706812633,18.0,33,363,0,0,30,33023.996,4.0,0,38.49689,-80.21226,2,2209,28,2408.8596,2017-05-08 00:00:00+01:00,0.042473148,0.18,0.0603015075376884,0.48,0.0,129.99,0.049971363518758,54.41158,12,130,0,18.0,52,129.99,2017-05-15 00:00:00+01:00,3,1,7.0,0,1
3,0.7909662442183588,0.0733257352324989,48.0,45,64,1,1,34,725.0,7.0,3,18.264019,-66.37051,3,784,27,1256.1515,,0.080230728,0.25,0.0954773869346733,0.08,0.0,199.99,0.0738224372574385,8.189111,7,906,6,48.0,66,199.99,,3,0,11.0,0,0
1,0.825352045104839,0.1758241920377043,45.0,18,79,0,1,32,98032.93,7.0,3,44.061478,-123.08897,1,1499,125,4697.089,2017-05-31 00:00:00+01:00,0.119997688,0.15,0.1959748743718593,0.46,0.0,399.98,0.1719609003880983,149.6111,17,181,1,45.0,23,399.98,2017-06-30 00:00:00+01:00,3,0,30.0,0,1
1,0.8017653916817858,0.0472732718992886,24.0,46,493,0,0,19,29108.979,5.0,6,39.720287,-76.62172,0,471,122,5129.9717,,0.006,0.03,0.0201055276381909,0.49,0.25,100.0,0.047653298835705,49.76607,16,346,1,24.0,55,50.0,,3,0,11.0,0,1
1,0.814064724525182,0.1986027773169054,45.0,18,64,1,0,34,725.0,7.0,3,18.229797,-66.37056,1,1934,48,7348.129,2015-08-24 00:00:00+01:00,0.0196974379999999,0.03,0.1959748743718593,0.27,0.0,399.98,0.1989598965071151,101.53103,22,25,1,45.0,23,399.98,2015-07-25 00:00:00+01:00,0,1,-30.0,0,0
1,0.8012182968559814,0.0919439516881364,48.0,45,64,1,0,34,725.0,7.0,3,18.213182,-66.370544,1,1075,48,2246.7869,2015-08-11 00:00:00+01:00,0.0312,0.07,0.0954773869346733,0.26,0.0,199.99,0.0923494540750323,44.075356,22,494,1,48.0,66,199.99,2015-10-01 00:00:00+01:00,3,1,51.0,0,0
1,0.793309542750844,0.069417137076636,24.0,46,113,0,0,3,91991.164,5.0,6,34.503685,-118.780426,3,2447,65,12134.623,,0.014521258,0.06,0.0201055276381909,0.08,0.5,150.0,0.0698318240620957,9.398615,15,655,1,24.0,55,50.0,2015-04-30 00:00:00+01:00,3,1,11.0,0,0
1,0.791345726408378,0.0180153889616501,46.0,29,64,1,2,34,725.0,7.0,3,18.365002,-66.370636,2,940,90,12896.126,2015-05-18 00:00:00+01:00,0.0168,0.16,0.0200954773869346,0.13,0.0,49.98,0.018120895213454,3.8732495,3,415,2,46.0,63,49.98,2015-05-26 00:00:00+01:00,0,1,8.0,0,0
2,0.7930693649955217,0.008565327883514,37.0,24,64,1,0,34,725.0,6.0,8,18.208431,-66.37052,2,2196,37,7279.5347,2017-04-19 00:00:00+01:00,0.004,0.06,0.0006532663316582,0.35,0.25,31.045658,0.0096895824062095,13.715751,1,147,5,35.0,14,11.29,,2,1,11.0,0,1
1,0.8004809512435983,0.0816088571522084,46.0,29,64,1,2,34,725.0,7.0,3,18.28471,-66.37056,2,2392,61,10689.274,2017-04-14 00:00:00+01:00,0.03,0.09,0.0200954773869346,0.28,0.75,179.96208,0.0834772470892626,43.995583,3,301,1,46.0,63,49.98,2017-04-10 00:00:00+01:00,3,0,-4.0,0,0
1,0.8178615322784374,0.1439105139798395,17.0,12,482,0,1,3,91342.195,4.0,0,33.684692,-112.23202,2,1367,90,7962.0664,2015-03-31 00:00:00+01:00,0.0312,0.05,0.0251256281407035,0.41,1.0,299.95,0.1428150064683053,112.503944,3,341,1,17.0,67,59.99,,0,-1,11.0,0,1
1,0.8054175389844521,0.0950689302717364,9.0,10,12,0,0,13,49201.0,3.0,5,42.458744,-87.60906,4,583,143,10247.875,2016-04-25 00:00:00+01:00,0.012,0.04,0.0452261306532663,0.34,0.25,199.98,0.0954391720569211,69.7978,14,457,1,9.0,57,99.99,2016-06-20 00:00:00+01:00,2,1,56.0,0,1
1,0.8310582619479595,0.1929508408445036,45.0,18,499,0,2,3,91936.37,7.0,3,33.723034,-117.15297,2,199,146,10435.864,2015-07-01 00:00:00+01:00,0.0479799999999999,0.05,0.1959748743718593,0.46,0.0,399.98,0.1917153945666235,178.73639,3,236,1,45.0,23,399.98,,3,-1,11.0,0,1
1,0.7965369724180695,0.034488247331461,24.0,46,305,0,0,17,87111.22,5.0,6,33.76242,-111.27611,3,296,27,1904.2188,,0.05198,0.25,0.0201055276381909,0.33,0.25,100.0,0.0349184993531694,23.701048,7,24,1,24.0,55,50.0,,1,1,11.0,0,1
3,0.8013605114484532,0.0521985973860399,18.0,33,116,0,0,6,30089.97,4.0,0,37.222275,-80.27095,3,2056,116,3035.2166,2016-10-20 00:00:00+01:00,0.04,0.16,0.0603015075376884,0.39,0.0,129.99,0.0519534282018111,48.746006,20,749,4,18.0,52,129.99,,3,1,11.0,0,1
3,0.7879385017109524,0.1716826310778495,45.0,18,64,1,1,34,725.0,7.0,3,18.27406,-66.37058,4,452,24,1450.661,2016-10-13 00:00:00+01:00,0.12,0.15,0.1959748743718593,0.006350327,0.0,399.98,0.1756741009055627,-19.68559,0,929,6,45.0,23,399.98,2016-10-14 00:00:00+01:00,3,0,1.0,0,0
2,0.7779088147348598,0.0508577670252869,17.0,12,279,0,0,19,23458.955,4.0,0,39.65034,-80.31424,4,174,143,10686.494,2016-05-17 00:00:00+01:00,0.03513186,0.15,0.0251256281407035,-0.7,0.25,119.98,0.051280724450194,-47.19367,14,649,5,17.0,67,59.99,2016-07-09 00:00:00+01:00,2,1,53.0,0,0
0,0.799774408286062,0.0553047681059309,18.0,33,64,1,0,34,725.0,4.0,0,25.816326,-66.370605,0,1690,122,5135.695,2016-10-25 00:00:00+01:00,0.0168,0.06,0.0603015075376884,0.34,0.0,129.99,0.0582095730918499,43.393837,5,640,0,18.0,52,129.99,,3,1,11.0,0,1
3,0.7980019964173346,0.0710077449788778,29.0,37,35,0,1,8,33008.855,5.0,6,28.59732,-76.902245,3,1778,27,3547.4338,,0.054238952,0.16,0.0150753768844221,0.24,0.75,179.97,0.0714112548512289,35.431446,7,211,6,29.0,97,39.99,2016-04-10 00:00:00+01:00,3,-1,11.0,0,0
3,0.8093447603518361,0.1478686555586847,43.0,9,404,0,0,18,6407.3125,7.0,3,42.32578,-66.73657,1,940,142,10135.379,2015-07-30 00:00:00+01:00,0.0145090466,0.03,0.1457236180904522,0.28,0.0,299.98,0.148248382923674,81.71255,10,281,4,43.0,20,299.98,2015-08-04 00:00:00+01:00,3,1,5.0,0,0
3,0.7618517084261535,0.0622988291768857,18.0,33,64,1,1,34,725.0,4.0,0,18.235613,-66.37053,2,2396,90,8100.8594,2017-05-28 00:00:00+01:00,0.0,0.0,0.0603015075376884,-0.8,0.0,129.99,0.0633926416558861,-132.19487,3,622,4,18.0,52,129.99,2017-05-02 00:00:00+01:00,0,1,-26.0,0,0
1,0.795491330638679,0.0508577670252869,18.0,33,64,1,0,34,725.0,4.0,0,18.277079,-66.026054,1,626,52,768.59595,2015-04-10 00:00:00+01:00,0.044980468,0.17,0.0603015075376884,0.21,0.0,129.99,0.0519534282018111,21.562216,22,219,1,18.0,52,129.99,2015-04-16 00:00:00+01:00,3,-1,6.0,0,0
3,0.7970548336127506,0.0622988291768857,18.0,33,467,0,0,43,38224.656,4.0,0,37.699463,-93.113144,2,2591,146,332.88013,2015-04-11 00:00:00+01:00,0.004,0.02,0.0603015075376884,0.26,0.0,129.99,0.060618809831824,26.301725,12,311,4,18.0,52,129.99,,3,1,11.0,0,0
2,0.8048059750132054,0.0950615686471302,29.0,37,435,0,1,3,91790.0,5.0,6,34.024456,-118.13547,2,255,18,7164.8906,,0.0096,0.02,0.0150753768844221,0.31,1.0,199.95,0.0985769728331177,61.240757,12,585,5,29.0,97,39.99,,0,1,11.0,0,1
1,0.8185433318788324,0.1941231459128489,63.0,8,57,0,1,29,10460.821,10.0,10,40.51997,-73.939026,1,1219,48,12442.61,2017-10-24 00:00:00+01:00,0.15,0.17,0.2221356783919598,0.33,0.0,452.04,0.1927503234152652,122.59585,22,409,1,60.322968,105,424.40976,2017-09-22 00:00:00+01:00,3,1,-32.0,0,1
1,0.8049314553429943,0.0616258255209093,18.0,33,105,0,0,38,77853.445,4.0,0,31.741016,-95.37438,1,1741,48,1449.8599,2017-08-17 00:00:00+01:00,0.006,0.02,0.0603015075376884,0.5,0.0,129.99,0.0624721552393273,58.0336,22,725,1,18.0,52,129.99,,2,1,11.0,0,1
1,0.8007403784764485,0.0458888826711404,9.0,10,268,0,0,33,19146.377,3.0,5,40.63403,-75.205574,2,1264,90,9792.54,,0.018,0.1,0.0452261306532663,0.49,0.0,99.99,0.0432901547218628,37.834526,3,740,1,9.0,57,99.99,,0,1,11.0,0,1
1,0.7927178687733965,0.0110589493127596,61.81821,5,39,0,0,38,80398.555,7.05789,1,37.69381,-112.05049,1,1532,48,14378.399,,0.027470964,0.25,0.0119015552763819,0.29,0.0,33.819565,0.0116919223803363,9.273383,22,281,1,59.892227,74,31.73897,2017-09-07 00:00:00+01:00,3,1,11.0,0,0
3,0.7942519161518499,0.1230192897995562,24.0,46,210,0,0,3,94545.17,5.0,6,39.06874,-122.210464,1,2557,125,8257.77,2017-09-09 00:00:00+01:00,0.022,0.04,0.0201055276381909,0.04,1.0,250.0,0.118747787839586,13.09021,17,181,6,24.0,55,50.0,2017-08-22 00:00:00+01:00,3,-1,-18.0,0,0
1,0.8014765730427393,0.0526704350722937,18.0,33,113,0,1,13,49311.69,4.0,0,40.006424,-90.60609,1,2066,70,4016.5906,,0.0416,0.16,0.0603015075376884,0.39523074,0.0,129.99,0.0526261319534282,44.851017,17,625,1,18.0,52,129.99,2015-04-18 00:00:00+01:00,3,-1,11.0,0,1
